transaction_id,created_at,reporting_month,account_id,counterparty_account,transaction_group_id,transaction_type,status,amount,currency,balance_before,balance_after,regulatory_code,finalized,record_hash,prev_record_hash,metadata
tx000000-0000-0000-0000-00000000005A,2026-04-05T12:40:00Z,2026-04,ACC1016,MERCH-404,GRP-202604-05,DEBIT,COMPLETED,35.00,USD,950.01,915.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005A,hash000000000000000000000000000000000000000000000000000000000046,note=tech accessory
tx000000-0000-0000-0000-00000000005B,2026-04-06T13:50:00Z,2026-04,ACC1017,CLIENT-727,GRP-202604-06,CREDIT,COMPLETED,700.00,USD,750.00,1450.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005B,hash000000000000000000000000000000000000000000000000000000000047,note=deposit
tx000000-0000-0000-0000-00000000005C,2026-04-07T14:00:00Z,2026-04,ACC1018,MERCH-909,GRP-202604-07,DEBIT,COMPLETED,28.00,USD,265.00,237.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005C,hash000000000000000000000000000000000000000000000000000000000048,note=retail
tx000000-0000-0000-0000-00000000005D,2026-04-08T15:10:00Z,2026-04,ACC1019,CLIENT-929,GRP-202604-08,CREDIT,COMPLETED,400.00,USD,1550.00,1950.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005D,hash000000000000000000000000000000000000000000000000000000000049,note=deposit
tx000000-0000-0000-0000-00000000005E,2026-04-09T16:20:00Z,2026-04,ACC1020,MERCH-111,GRP-202604-09,DEBIT,COMPLETED,5.00,USD,80.02,75.02,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005E,hash00000000000000000000000000000000000000000000000000000000004A,note=fee
tx000000-0000-0000-0000-00000000005F,2026-04-10T17:30:00Z,2026-04,ACC1001,CLIENT-100,GRP-202604-10,DEBIT,COMPLETED,100.00,USD,6250.00,6150.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005F,hash00000000000000000000000000000000000000000000000000000000004B,note=service
tx000000-0000-0000-0000-000000000060,2026-04-11T08:40:00Z,2026-04,ACC1002,CLIENT-771,GRP-202604-11,CREDIT,COMPLETED,150.00,USD,3350.00,3500.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000060,hash00000000000000000000000000000000000000000000000000000000004C,note=payment
tx000000-0000-0000-0000-000000000061,2026-04-12T09:50:00Z,2026-04,ACC1003,CLIENT-222,GRP-202604-12,CREDIT,COMPLETED,180.00,USD,2555.00,2735.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000061,hash00000000000000000000000000000000000000000000000000000000004D,note=topup
tx000000-0000-0000-0000-000000000062,2026-04-13T11:00:00Z,2026-04,ACC1004,MERCH-777,GRP-202604-13,DEBIT,COMPLETED,45.00,USD,640.01,595.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000062,hash00000000000000000000000000000000000000000000000000000000004E,note=groceries
tx000000-0000-0000-0000-000000000063,2026-04-14T12:10:00Z,2026-04,ACC1005,CLIENT-555,GRP-202604-14,CREDIT,COMPLETED,210.00,USD,2280.00,2490.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000063,hash00000000000000000000000000000000000000000000000000000000004F,note=deposit
tx000000-0000-0000-0000-000000000064,2026-04-15T13:20:00Z,2026-04,ACC1006,CLIENT-888,GRP-202604-15,DEBIT,COMPLETED,33.00,USD,576.00,543.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000064,hash000000000000000000000000000000000000000000000000000000000050,note=subscription
tx000000-0000-0000-0000-000000000065,2026-04-16T14:30:00Z,2026-04,ACC1007,CLIENT-999,GRP-202604-16,CREDIT,COMPLETED,240.00,USD,1970.00,2210.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000065,hash000000000000000000000000000000000000000000000000000000000051,note=salary
tx000000-0000-0000-0000-000000000066,2026-04-17T15:40:00Z,2026-04,ACC1008,MERCH-500,GRP-202604-17,DEBIT,COMPLETED,22.50,USD,487.00,464.50,RPT01,True,hash000000000000000000000000000000000000000000000000000000000066,hash000000000000000000000000000000000000000000000000000000000052,note=breakfast
tx000000-0000-0000-0000-000000000067,2026-04-18T16:50:00Z,2026-04,ACC1009,CLIENT-444,GRP-202604-18,CREDIT,COMPLETED,400.00,USD,2500.00,2900.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000067,hash000000000000000000000000000000000000000000000000000000000053,note=deposit
tx000000-0000-0000-0000-000000000068,2026-04-19T17:00:00Z,2026-04,ACC1010,MERCH-303,GRP-202604-19,DEBIT,COMPLETED,85.00,USD,1295.00,1210.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000068,hash000000000000000000000000000000000000000000000000000000000054,note=clothes
tx000000-0000-0000-0000-000000000069,2026-04-20T18:10:00Z,2026-04,ACC1011,CLIENT-121,GRP-202604-20,CREDIT,COMPLETED,600.00,USD,3550.00,4150.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000069,hash000000000000000000000000000000000000000000000000000000000055,note=bonus
tx000000-0000-0000-0000-00000000006A,2026-04-21T08:20:00Z,2026-04,ACC1012,MERCH-101,GRP-202604-21,DEBIT,COMPLETED,12.00,USD,370.00,358.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006A,hash000000000000000000000000000000000000000000000000000000000056,note=market
tx000000-0000-0000-0000-00000000006B,2026-04-22T09:30:00Z,2026-04,ACC1013,CLIENT-313,GRP-202604-22,CREDIT,COMPLETED,300.00,USD,2200.00,2500.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006B,hash000000000000000000000000000000000000000000000000000000000063,note=deposit
tx000000-0000-0000-0000-00000000006C,2026-04-23T10:40:00Z,2026-04,ACC1014,MERCH-202,GRP-202604-23,DEBIT,COMPLETED,65.00,USD,865.00,800.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006C,hash000000000000000000000000000000000000000000000000000000000044,note=books
tx000000-0000-0000-0000-00000000006D,2026-04-24T11:50:00Z,2026-04,ACC1015,CLIENT-515,GRP-202604-24,CREDIT,COMPLETED,900.00,USD,2400.00,3300.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006D,hash000000000000000000000000000000000000000000000000000000000063,note=bonus payout
tx000000-0000-0000-0000-00000000006E,2026-04-25T12:00:00Z,2026-04,ACC1016,MERCH-404,GRP-202604-25,DEBIT,COMPLETED,44.00,USD,915.01,871.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006E,hash00000000000000000000000000000000000000000000000000000000005A,note=tech purchase
tx000000-0000-0000-0000-00000000006F,2026-04-26T13:10:00Z,2026-04,ACC1017,CLIENT-727,GRP-202604-26,CREDIT,COMPLETED,800.00,USD,1450.00,2250.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006F,hash00000000000000000000000000000000000000000000000000000000005B,note=deposit
tx000000-0000-0000-0000-000000000070,2026-04-27T14:20:00Z,2026-04,ACC1018,MERCH-909,GRP-202604-27,DEBIT,COMPLETED,33.50,USD,237.00,203.50,RPT01,True,hash000000000000000000000000000000000000000000000000000000000070,hash00000000000000000000000000000000000000000000000000000000005C,note=retail
tx000000-0000-0000-0000-000000000071,2026-04-28T15:30:00Z,2026-04,ACC1019,CLIENT-929,GRP-202604-28,CREDIT,COMPLETED,450.00,USD,1950.00,2400.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000071,hash00000000000000000000000000000000000000000000000000000000005D,note=deposit
tx000000-0000-0000-0000-000000000072,2026-04-29T16:40:00Z,2026-04,ACC1020,MERCH-111,GRP-202604-29,DEBIT,COMPLETED,7.50,USD,75.02,67.52,RPT01,True,hash000000000000000000000000000000000000000000000000000000000072,hash00000000000000000000000000000000000000000000000000000000005E,note=small fee
tx000000-0000-0000-0000-000000000073,2026-04-30T17:50:00Z,2026-04,ACC1001,CLIENT-100,GRP-202604-30,DEBIT,COMPLETED,500.00,USD,6150.00,5650.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000073,hash00000000000000000000000000000000000000000000000000000000005F,note=withdrawal
tx000000-0000-0000-0000-000000000074,2026-05-01T08:00:00Z,2026-05,ACC1002,CLIENT-771,GRP-202605-01,CREDIT,COMPLETED,200.00,USD,3500.00,3700.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000074,hash000000000000000000000000000000000000000000000000000000000060,note=payment
tx000000-0000-0000-0000-000000000075,2026-05-02T09:10:00Z,2026-05,ACC1003,CLIENT-222,GRP-202605-02,DEBIT,COMPLETED,60.00,USD,2735.00,2675.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000075,hash000000000000000000000000000000000000000000000000000000000061,note=utilities
tx000000-0000-0000-0000-000000000076,2026-05-03T10:20:00Z,2026-05,ACC1004,MERCH-777,GRP-202605-03,DEBIT,COMPLETED,30.00,USD,640.01,610.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000076,hash00000000000000000000000000000000000000000000000000000000004E,note=groceries
tx000000-0000-0000-0000-000000000077,2026-05-04T11:30:00Z,2026-05,ACC1005,CLIENT-555,GRP-202605-04,CREDIT,COMPLETED,180.00,USD,2490.00,2670.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000077,hash000000000000000000000000000000000000000000000000000000000063,note=deposit
tx000000-0000-0000-0000-000000000078,2026-05-05T12:40:00Z,2026-05,ACC1006,CLIENT-888,GRP-202605-05,DEBIT,COMPLETED,20.00,USD,543.00,523.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000078,hash000000000000000000000000000000000000000000000000000000000064,note=subscription
tx000000-0000-0000-0000-000000000079,2026-05-06T13:50:00Z,2026-05,ACC1007,CLIENT-999,GRP-202605-06,CREDIT,COMPLETED,260.00,USD,2210.00,2470.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000079,hash000000000000000000000000000000000000000000000000000000000065,note=salary
tx000000-0000-0000-0000-00000000007A,2026-05-07T14:00:00Z,2026-05,ACC1008,MERCH-500,GRP-202605-07,DEBIT,COMPLETED,25.00,USD,487.00,462.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007A,hash000000000000000000000000000000000000000000000000000000000066,note=coffee
tx000000-0000-0000-0000-00000000007B,2026-05-08T15:10:00Z,2026-05,ACC1009,CLIENT-444,GRP-202605-08,CREDIT,COMPLETED,320.00,USD,2900.00,3220.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007B,hash000000000000000000000000000000000000000000000000000000000067,note=client deposit
tx000000-0000-0000-0000-00000000007C,2026-05-09T16:20:00Z,2026-05,ACC1010,MERCH-303,GRP-202605-09,DEBIT,COMPLETED,99.00,USD,1210.00,1111.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007C,hash000000000000000000000000000000000000000000000000000000000068,note=clothes
tx000000-0000-0000-0000-00000000007D,2026-05-10T17:30:00Z,2026-05,ACC1011,CLIENT-121,GRP-202605-10,CREDIT,COMPLETED,400.00,USD,4150.00,4550.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007D,hash000000000000000000000000000000000000000000000000000000000069,note=bonus
tx000000-0000-0000-0000-00000000007E,2026-05-11T08:40:00Z,2026-05,ACC1012,MERCH-101,GRP-202605-11,DEBIT,COMPLETED,9.00,USD,358.00,349.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007E,hash00000000000000000000000000000000000000000000000000000000006A,note=market
tx000000-0000-0000-0000-00000000007F,2026-05-12T09:50:00Z,2026-05,ACC1013,CLIENT-313,GRP-202605-12,CREDIT,COMPLETED,260.00,USD,2500.00,2760.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007F,hash00000000000000000000000000000000000000000000000000000000006B,note=deposit
tx000000-0000-0000-0000-000000000080,2026-05-13T11:00:00Z,2026-05,ACC1014,MERCH-202,GRP-202605-13,DEBIT,COMPLETED,48.00,USD,800.00,752.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000080,hash00000000000000000000000000000000000000000000000000000000006C,note=books
tx000000-0000-0000-0000-000000000081,2026-05-14T12:10:00Z,2026-05,ACC1015,CLIENT-515,GRP-202605-14,CREDIT,COMPLETED,1000.00,USD,3300.00,4300.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000081,hash00000000000000000000000000000000000000000000000000000000006D,note=salary
tx000000-0000-0000-0000-000000000082,2026-05-15T13:20:00Z,2026-05,ACC1016,MERCH-404,GRP-202605-15,DEBIT,COMPLETED,55.00,USD,871.01,816.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000082,hash00000000000000000000000000000000000000000000000000000000006E,note=tech
tx000000-0000-0000-0000-000000000083,2026-05-16T14:30:00Z,2026-05,ACC1017,CLIENT-727,GRP-202605-16,CREDIT,COMPLETED,500.00,USD,2250.00,2750.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000083,hash00000000000000000000000000000000000000000000000000000000006F,note=deposit
tx000000-0000-0000-0000-000000000084,2026-05-17T15:40:00Z,2026-05,ACC1018,MERCH-909,GRP-202605-17,DEBIT,COMPLETED,29.00,USD,203.50,174.50,RPT01,True,hash000000000000000000000000000000000000000000000000000000000084,hash000000000000000000000000000000000000000000000000000000000070,note=retail
tx000000-0000-0000-0000-000000000085,2026-05-18T16:50:00Z,2026-05,ACC1019,CLIENT-929,GRP-202605-18,CREDIT,COMPLETED,550.00,USD,2400.00,2950.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000085,hash000000000000000000000000000000000000000000000000000000000071,note=deposit
tx000000-0000-0000-0000-000000000086,2026-05-19T17:00:00Z,2026-05,ACC1020,MERCH-111,GRP-202605-19,DEBIT,COMPLETED,8.00,USD,67.52,59.52,RPT01,True,hash000000000000000000000000000000000000000000000000000000000086,hash000000000000000000000000000000000000000000000000000000000072,note=small fee
tx000000-0000-0000-0000-000000000087,2026-05-20T18:10:00Z,2026-05,ACC1001,CLIENT-100,GRP-202605-20,DEBIT,COMPLETED,750.00,USD,5650.00,4900.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000087,hash000000000000000000000000000000000000000000000000000000000073,note=transfer out
tx000000-0000-0000-0000-000000000088,2026-05-21T08:20:00Z,2026-05,ACC1002,CLIENT-771,GRP-202605-21,CREDIT,COMPLETED,300.00,USD,3700.00,4000.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000088,hash000000000000000000000000000000000000000000000000000000000074,note=payment
tx000000-0000-0000-0000-000000000089,2026-05-22T09:30:00Z,2026-05,ACC1003,CLIENT-222,GRP-202605-22,DEBIT,COMPLETED,70.00,USD,2675.00,2605.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000089,hash000000000000000000000000000000000000000000000000000000000075,note=bill payment
tx000000-0000-0000-0000-00000000008A,2026-05-23T10:40:00Z,2026-05,ACC1004,MERCH-777,GRP-202605-23,DEBIT,COMPLETED,35.00,USD,610.01,575.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008A,hash000000000000000000000000000000000000000000000000000000000076,note=snack
tx000000-0000-0000-0000-00000000008B,2026-05-24T11:50:00Z,2026-05,ACC1005,CLIENT-555,GRP-202605-24,CREDIT,COMPLETED,220.00,USD,2670.00,2890.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008B,hash000000000000000000000000000000000000000000000000000000000077,note=deposit
tx000000-0000-0000-0000-00000000008C,2026-05-25T12:00:00Z,2026-05,ACC1006,CLIENT-888,GRP-202605-25,DEBIT,COMPLETED,27.00,USD,543.00,516.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008C,hash000000000000000000000000000000000000000000000000000000000078,note=service
tx000000-0000-0000-0000-00000000008D,2026-05-26T13:10:00Z,2026-05,ACC1007,CLIENT-999,GRP-202605-26,CREDIT,COMPLETED,260.00,USD,2470.00,2730.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008D,hash000000000000000000000000000000000000000000000000000000000079,note=salary
tx000000-0000-0000-0000-00000000008E,2026-05-27T14:20:00Z,2026-05,ACC1008,MERCH-500,GRP-202605-27,DEBIT,COMPLETED,14.00,USD,462.00,448.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008E,hash00000000000000000000000000000000000000000000000000000000007A,note=drink
tx000000-0000-0000-0000-00000000008F,2026-05-28T15:30:00Z,2026-05,ACC1009,CLIENT-444,GRP-202605-28,CREDIT,COMPLETED,400.00,USD,3220.00,3620.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008F,hash00000000000000000000000000000000000000000000000000000000007B,note=deposit
tx000000-0000-0000-0000-000000000090,2026-05-29T16:40:00Z,2026-05,ACC1010,MERCH-303,GRP-202605-29,DEBIT,COMPLETED,120.00,USD,1111.00,991.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000090,hash00000000000000000000000000000000000000000000000000000000007C,note=clothes
tx000000-0000-0000-0000-000000000091,2026-05-30T17:50:00Z,2026-05,ACC1011,CLIENT-121,GRP-202605-30,CREDIT,COMPLETED,350.00,USD,4550.00,4900.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000091,hash00000000000000000000000000000000000000000000000000000000007D,note=bonus
tx000000-0000-0000-0000-000000000092,2026-05-31T08:00:00Z,2026-05,ACC1012,MERCH-101,GRP-202605-31,DEBIT,COMPLETED,11.00,USD,349.00,338.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000092,hash00000000000000000000000000000000000000000000000000000000007E,note=market
tx000000-0000-0000-0000-000000000093,2026-06-01T09:10:00Z,2026-06,ACC1013,CLIENT-313,GRP-202606-01,CREDIT,COMPLETED,300.00,USD,2760.00,3060.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000093,hash00000000000000000000000000000000000000000000000000000000007F,note=deposit
tx000000-0000-0000-0000-000000000094,2026-06-02T10:20:00Z,2026-06,ACC1014,MERCH-202,GRP-202606-02,DEBIT,COMPLETED,65.00,USD,752.00,687.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000094,hash000000000000000000000000000000000000000000000000000000000080,note=books
tx000000-0000-0000-0000-000000000095,2026-06-03T11:30:00Z,2026-06,ACC1015,CLIENT-515,GRP-202606-03,CREDIT,COMPLETED,1200.00,USD,4300.00,5500.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000095,hash000000000000000000000000000000000000000000000000000000000081,note=salary
tx000000-0000-0000-0000-000000000096,2026-06-04T12:40:00Z,2026-06,ACC1016,MERCH-404,GRP-202606-04,DEBIT,COMPLETED,39.00,USD,816.01,777.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000096,hash000000000000000000000000000000000000000000000000000000000082,note=tech
tx000000-0000-0000-0000-000000000097,2026-06-05T13:50:00Z,2026-06,ACC1017,CLIENT-727,GRP-202606-05,CREDIT,COMPLETED,450.00,USD,2750.00,3200.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000097,hash000000000000000000000000000000000000000000000000000000000083,note=deposit
tx000000-0000-0000-0000-000000000098,2026-06-06T14:00:00Z,2026-06,ACC1018,MERCH-909,GRP-202606-06,DEBIT,COMPLETED,31.00,USD,203.50,172.50,RPT01,True,hash000000000000000000000000000000000000000000000000000000000098,hash000000000000000000000000000000000000000000000000000000000084,note=retail
tx000000-0000-0000-0000-000000000099,2026-06-07T15:10:00Z,2026-06,ACC1019,CLIENT-929,GRP-202606-07,CREDIT,COMPLETED,600.00,USD,2950.00,3550.00,RPT01,True,hash000000000000000000000000000000000000000000000000000000000099,hash000000000000000000000000000000000000000000000000000000000085,note=deposit
tx000000-0000-0000-0000-00000000009A,2026-06-08T16:20:00Z,2026-06,ACC1020,MERCH-111,GRP-202606-08,DEBIT,COMPLETED,6.00,USD,59.52,53.52,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009A,hash000000000000000000000000000000000000000000000000000000000086,note=fee
tx000000-0000-0000-0000-00000000009B,2026-06-09T17:30:00Z,2026-06,ACC1001,CLIENT-100,GRP-202606-09,DEBIT,COMPLETED,800.00,USD,4900.00,4100.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009B,hash000000000000000000000000000000000000000000000000000000000087,note=transfer out
tx000000-0000-0000-0000-00000000009C,2026-06-10T08:40:00Z,2026-06,ACC1002,CLIENT-771,GRP-202606-10,CREDIT,COMPLETED,250.00,USD,4000.00,4250.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009C,hash000000000000000000000000000000000000000000000000000000000088,note=payment
tx000000-0000-0000-0000-00000000009D,2026-06-11T09:50:00Z,2026-06,ACC1003,CLIENT-222,GRP-202606-11,DEBIT,COMPLETED,95.00,USD,2605.00,2510.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009D,hash000000000000000000000000000000000000000000000000000000000089,note=bill payment
tx000000-0000-0000-0000-00000000009E,2026-06-12T10:00:00Z,2026-06,ACC1004,MERCH-777,GRP-202606-12,DEBIT,COMPLETED,55.00,USD,575.01,520.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009E,hash00000000000000000000000000000000000000000000000000000000008A,note=snack
tx000000-0000-0000-0000-00000000009F,2026-06-13T11:10:00Z,2026-06,ACC1005,CLIENT-555,GRP-202606-13,CREDIT,COMPLETED,260.00,USD,2890.00,3150.00,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009F,hash00000000000000000000000000000000000000000000000000000000008B,note=deposit
tx000000-0000-0000-0000-0000000000FF,2026-06-14T12:20:00Z,2026-06,ACC1006,CLIENT-888,GRP-202606-14,DEBIT,COMPLETED,33.00,USD,516.00,483.00,RPT01,True,duplicatehash,hash00000000000000000000000000000000000000000000000000000000008C,note=duplicate hash test
